isbn,title,publishDate,author_id,author_name,publisher_id,publisher_name,price,pageCount,size,weight,rating,shortReviewCount,fullReviewCount,records,label
9788951104374 ,에녹행전 1,2001-06-20,510,김성일,212,대한기독교서회,8300,342,33896,479,10,1,1,,0
9788952303721 ,우리소설 어떻게 읽을 것인가 4,2005-08-05,513,김병욱,213,고시연구원,7900,358,24064,358,0,,,,0
9788952708960 ,무림맹 연쇄 살인사건,2001-01-05,173,한상운,14,시공사,7000,348,31080,487,2,,1,,0
9788952717634 ,하이어드 1,2002-01-21,514,김상현,214,마술램프,7500,376,33896,526,8,,3,,0
9788952739087 ,대나무가 우는 섬,2019-09-06,516,송시우,14,시공사,14000,368,26390,425,8.4,14,19,,0
9788953441262 ,신동 꾀돌이 전기,2005-12-01,519,류원무,182,한국학술정보,13000,218,33896,305,0,,,,0
9788954208697 ,연지곤지 찍고서 2,2004-12-01,522,꼬까쓴눈사람,215,삼양출판사(만화),9000,358,33896,501,0,,,,0
9788954221887 ,게릴라 속풀이 2,2007-06-23,524,미련함,215,삼양출판사(만화),9000,336,33896,470,0,,,,0
9788954226479 ,"회색하늘, 붉은달 2",2008-07-24,523,백묘,215,삼양출판사(만화),9000,328,33896,459,0,,,,0
9788954400831 ,21세기 무인 1,2004-02-05,525,임준후,15,자음과모음,8500,300,33896,420,10,,2,,0
9788954402934 ,21세기 무인 9,2004-12-10,525,임준후,15,자음과모음,8500,284,33896,398,0,,,,0
9788954405072 ,우연의 법칙,2005-06-24,139,서연,15,자음과모음,9000,312,33896,437,0,,,,0
9788954421331 ,"안녕, 아빠",2009-05-12,527,김하인,15,자음과모음,9900,264,29400,343,7.5,,4,,0
9788954422376 ,바이 코리아,2002-07-28,46,김진명,15,자음과모음,13000,464,29469,650,9.3,,3,,0
9788954428194 ,보라의 트렁크,2012-08-09,173,한상운,52,네오픽션,12000,240,29725,370,9,2,,,0
9788954429948 ,좀비 제너레이션,2013-05-15,149,정명섭,52,네오픽션,12000,220,28000,330,6.6,3,24,,0
9788954436953 ,시간을 마시는 카페,2016-11-28,464,최지운,52,네오픽션,12000,176,28014,245,9.2,,8,,0
9788954437905 ,줄리의 심장,2017-08-23,533,김하서,15,자음과모음,13000,276,29725,368,8.9,1,8,,0
9788954438094 ,사라진 요일,2017-10-19,534,이현수,15,자음과모음,13000,264,29725,388,8.2,,9,,0
9788954438230 ,멸화군,2018-01-14,149,정명섭,52,네오픽션,13000,452,28700,535,9.4,,11,,0
9788954444781 ,스모킹 오레오,2020-09-07,445,김홍,15,자음과모음,13000,260,22320,289,8.2,7,32,,0
9788954446341 ,오프닝 건너뛰기,2021-03-01,326,은모든,15,자음과모음,12000,164,21228,197,9.4,6,35,,0
9788954447300 ,팀플레이,2021-07-01,403,조우리,15,자음과모음,12000,128,21228,174,9.1,7,22,,0
9788954600712 ,훌,2006-01-09,47,배수아,16,문학동네,11000,317,33896,444,7.7,1,7,,0
9788954601641 ,악취미들,2006-09-22,270,김도언,16,문학동네,9500,341,33896,477,6.6,1,5,,0
9788954602297 ,말하지 못한 내 사랑은,2006-10-17,553,이해경,16,문학동네,9000,238,30450,309,7,,2,,0
9788954602358 ,요트,2006-11-15,234,서하진,16,문학동네,9800,286,25935,400,9.3,1,3,,0
9788954604192 ,플라스틱 물고기,2007-10-18,461,김지현,16,문학동네,10000,325,33896,455,9,,4,,0
9788954605793 ,목신의 어떤 오후,2008-05-15,239,정영문,16,문학동네,12000,303,33896,424,7.2,2,6,,0
9788954605830 ,즐거운 장난,2008-05-23,303,전아리,16,문학동네,10000,277,33896,388,9.4,,11,,0
9788954607902 ,늑대의 문장,2009-04-08,284,김유진,16,문학동네,10000,285,33896,399,8.9,2,5,,0
9788954608053 ,도시는 무엇으로 이루어지는가,2009-05-08,241,박성원,16,문학동네,10000,328,30450,426,10,1,3,,0
9788954608428 ,외국어를 공부하는 시간,2009-06-30,95,오현종,16,문학동네,10000,215,30450,280,8.1,2,14,,0
9788954608435 ,다이어트의 여왕,2009-07-07,505,백영옥,16,문학동네,11000,416,30450,541,8,13,36,,0
9788954608695 ,정크노트,2009-08-26,300,명지현,16,문학동네,10000,270,31080,351,8.5,2,2,,0
9788954609456 ,풀이 눕는다,2009-11-25,306,김사과,16,문학동네,10000,296,30450,385,8.1,12,18,,0
9788954610131 ,검은 꽃,2010-02-16,49,김영하,16,문학동네,11000,368,33896,489,8.9,48,125,,0
9788954611565 ,저승차사 화율의 마지막 선택,2010-06-29,554,김진규,16,문학동네,11000,344,30450,447,8.4,9,11,,0
9788954612128 ,설계자들,2010-08-20,561,김언수,16,문학동네,12000,424,30450,551,8.4,41,75,,0
9788954616539 ,오래된 빛,2011-11-18,379,전수찬,16,문학동네,10000,208,30450,270,8.4,2,4,,0
9788954618182 ,사랑의 기초 : 연인들,2012-05-09,37,정이현,216,톨,11000,212,24064,310,8.6,2,23,,0
9788954618823 ,ㄱ자 수놓는 이야기,2012-07-27,562,김정환,16,문학동네,12000,256,30450,365,4,,1,,0
9788954618885 ,신사의 품격 2,2012-08-13,159,김은숙,217,아우름(Aurum),13000,396,30450,515,7,3,1,,0
9788954619400 ,너 없는 그 자리,2012-11-05,291,이혜경,16,문학동네,12000,276,33896,385,9.4,6,8,,0
9788954619547 ,인플루엔자,2012-11-15,173,한상운,216,톨,12000,316,29400,485,8.2,6,13,,0
9788954619608 ,교양 없는 밤,2012-10-31,557,박진규,16,문학동네,12000,256,31080,360,9,1,1,,0
9788954620239 ,아내가 결혼했다,2013-01-14,556,박현욱,16,문학동네,12000,384,30450,470,8.7,,3,,0
9788954620888 ,퇴마록 외전 : 그들이 살아가는 법,2013-03-31,69,이우혁,17,엘릭시르,9500,304,33896,470,8.8,71,14,,0
9788954622288 ,실연의 역사,2013-09-02,558,박주영,16,문학동네,11000,216,30450,305,9,2,3,,0
9788954622424 ,사슴 사냥꾼의 당겨지지 않은 방아쇠,2013-09-16,553,이해경,16,문학동네,12000,328,30450,430,6,,1,,0
9788954623391 ,검은 꽃,2014-01-15,49,김영하,16,문학동네,15000,368,24064,480,8.1,8,8,,0
9788954625371 ,게으른 삶,2014-07-21,333,이종산,16,문학동네,10000,152,30450,230,7.8,2,8,,0
9788954635929 ,옛날 옛적에 자객의 칼날은,2015-04-23,95,오현종,16,문학동네,11000,176,30450,260,8.6,4,3,,0
9788954637305 ,"안녕하세요, 자영업자입니다",2022-06-30,568,이인애,16,문학동네,15000,248,26000,322,8.9,3,4,,0
9788954642453 ,달이 뜨면 네가 보인다,2016-10-14,303,전아리,16,문학동네,12000,256,30450,333,8.4,3,2,,0
9788954644273 ,"망상,어語",2017-01-31,288,김솔,16,문학동네,13800,296,26600,415,10,1,1,,0
9788954644280 ,두 번 사는 사람들,2017-02-28,443,황현진,16,문학동네,13000,348,30450,460,8.3,3,3,,0
9788954644822 ,나는 왕이며 광대였지,2017-03-30,95,오현종,16,문학동네,12000,228,30450,318,9.1,2,5,,0
9788954648820 ,커스터머,2017-11-03,333,이종산,16,문학동네,14000,352,30450,479,9.1,2,8,,0
9788954651653 ,순결한 탐정 김재건과 춤추는 꼭두각시 (보급판),2018-06-15,573,박하루,17,엘릭시르,6500,392,24064,408,7.1,15,4,,0
9788954672153 ,숲의 아이들,2020-06-22,558,박주영,16,문학동네,13500,292,26600,350,6,1,,,0
9788954672863 ,파르티잔 극장,2020-06-22,285,손홍규,16,문학동네,14500,368,30450,488,10,2,,,0
9788954675031 ,여름이 물러가고,2020-10-09,565,김수연,16,문학동네,13000,220,26600,286,10,,1,,0
9788954679299 ,광덕산 딱새 죽이기,2021-05-14,33,김주영,16,문학동네,14500,236,24064,332,10,,1,,0
9788954681230 ,녹색 커튼으로,2021-07-22,576,강희영,16,문학동네,12500,176,26600,224,10,2,,,0
9788954690706 ,빵틀을 찾아서,2022-12-20,276,김도연,16,문학동네,14500,292,26600,346,10,,1,,0
9788955050141 ,위저드리 1,2000-10-01,580,이원,175,청어람,7500,288,33896,403,8,,4,,0
9788955050349 ,카드마스터 1,2000-12-15,26,박우진,175,청어람,7500,328,31080,426,6,,2,,0
9788955055016 ,둔갑팬더 1,2002-10-25,581,김몽,175,청어람,7500,296,33896,414,6,,1,,0
9788955055627 ,둔갑팬더 5,2002-12-28,581,김몽,175,청어람,7500,288,33896,403,0,,,,0
9788955058628 ,땡잡은 여자,2003-11-07,582,임미성,175,청어람,9000,398,24064,398,6,,1,,0
9788955067071 ,검은 개나리 3,2016-03-25,583,송기준,218,동인(이성모),16000,291,33896,441,0,,,,0
9788955067088 ,검은 개나리 4,2016-03-25,583,송기준,218,동인(이성모),16000,299,33896,451,0,,,,0
9788955139464 ,두옹전기 1,2007-03-17,584,김용천,219,조은세상(북두),8000,384,33896,538,0,,,,0
9788955210583 ,지상에서 가장 황홀한 키스,2003-07-15,14,김랑,220,출판시대,8500,288,33896,403,0,,,,0
9788955479348 ,컨티뉴,2022-06-10,587,윤자영,80,빚은책들,13000,272,25216,322,10,,1,,0
9788955520224 ,백호 1,2001-11-19,589,신동삭,221,어진소리(민미디어),7500,278,33896,389,0,,,,0
9788955520316 ,태양으로 가다,2002-02-05,591,박민규,221,어진소리(민미디어),7500,281,33896,393,8,,1,,0
9788955640496 ,테러 1,2003-12-05,593,황운성,222,경성라인,9000,331,33896,463,0,,,,0
9788955860719 ,퍼펙트 크라임 3,2007-11-01,594,임재도,223,세창출판사(세창미디어),10000,239,33896,335,8,1,,,0
9788956029993 ,파업,2009-12-14,384,안재성,224,사회평론,12000,432,26325,605,0,,,,0
9788956050959 ,초콜릿 우체국,2004-06-17,597,황경신,18,북하우스,11000,228,39600,433,7.3,1,17,,0
9788956054605 ,"안녕, 인공존재!",2010-06-05,189,배명훈,18,북하우스,12000,327,25350,458,8.5,10,24,,0
9788956090030 ,리미트 브레이커 1,2002-01-23,599,이원섭,225,해우,7500,298,33896,417,0,,,,0
9788956090047 ,리미트 브레이커 2,2002-01-23,599,이원섭,225,해우,7500,288,33896,403,0,,,,0
9788956090061 ,신창 1,2002-01-18,600,윤선영,225,해우,7500,297,33896,416,0,,,,0
9788956091808 ,신수지도 1,2002-10-02,601,강상철,225,해우,7500,288,33896,403,0,,,,0
9788956092119 ,신창 5,2002-11-20,600,윤선영,225,해우,7500,288,33896,403,0,,,,0
9788956094908 ,블레싱 Blessing 2,2003-11-18,602,정윤미,225,해우,8000,300,33896,420,0,,,,0
9788956096094 ,깡패 이야기 -상,2004-05-08,603,최두복,225,해우,8000,287,33896,402,0,,,,0
9788956280202 ,길,2002-06-20,75,강준희,227,새미,11000,280,33896,392,0,,,,0
9788956286075 ,거울의 이면,2012-12-24,197,박충훈,227,새미,12000,372,27300,480,7.5,,4,,0
9788956286082 ,내가 너다,2012-12-24,612,최성배,227,새미,12000,357,26055,464,8.5,,4,,0
9788956286099 ,"길에서, 길을 보다",2012-12-21,613,정수남,227,새미,12000,350,27300,535,10,,2,,0
9788956373973 ,무인행 제2부 1,2016-04-15,615,소년행,228,씨앗을뿌리는사람,13000,420,33750,798,6,,2,,0
9788956374369 ,무인행 제5부 1,2017-06-05,615,소년행,228,씨앗을뿌리는사람,13000,352,33750,669,0,,,,0
9788956392196 ,소설 징비록,2015-02-10,618,이재운,229,책이있는마을,13800,388,29400,490,8.8,2,20,,0
9788956393032 ,첫눈보다 네가 먼저 왔으면 좋겠다,2018-11-15,617,손승휘,229,책이있는마을,12000,164,24064,164,9,2,20,,0
9788956400952 ,버려지는 사람들,2003-04-05,620,오성찬,230,푸른사상,9000,292,33896,409,0,,,,0
9788956402222 ,박화성 문학전집 - 전20권,2004-06-07,623,서정자,230,푸른사상,650000,300,31080,390,0,,,,0
9788956402727 ,한라구절초,2004-12-15,620,오성찬,230,푸른사상,18000,452,48316,859,0,,,,0
9788956404431 ,애화,2006-05-10,626,김진원,230,푸른사상,10000,359,33896,503,0,,,,0
9788956404479 ,바람난 마을,2006-05-25,620,오성찬,230,푸른사상,10000,312,33896,437,0,,,,0
9788956405858 ,철책선에 핀 꽃,2007-10-15,631,박계상,230,푸른사상,11000,316,31080,411,0,,,,0
9788956406657 ,2009 올해의 문제소설,2009-02-01,358,한국현대소설학회,230,푸른사상,13000,376,33896,526,6,1,,,0
9788956406787 ,우리 생애의 꽃 외,2009-05-20,100,공선옥,230,푸른사상,11000,289,33896,405,0,,,,0
9788956407159 ,자바시장,2009-09-29,631,박계상,230,푸른사상,13000,320,31080,416,0,,,,0
9788956407180 ,홍수전후,2009-10-16,632,박화성,230,푸른사상,17000,280,33896,392,0,,,,0
9788956408989 ,2012 올해의 문제소설,2012-03-05,358,한국현대소설학회,230,푸른사상,13000,400,33896,560,10,,1,,0
9788956510897 ,해결사 엘 5,2003-03-17,636,현무지기,231,데이즈엔터(주),7500,288,33896,403,0,,,,0
9788956511771 ,조우커 3,2003-10-21,637,고효정,231,데이즈엔터(주),8500,292,33896,409,0,,,,0
9788956516806 ,과거로 간 남자 아트로포스 2,2006-05-24,638,나래지상,231,데이즈엔터(주),8000,323,33896,452,0,,,,0
9788956517445 ,측정불가 1,2006-08-29,639,김형신,231,데이즈엔터(주),8000,340,33896,476,0,,,,0
9788956517469 ,그들만의 약속,2006-08-21,640,김정아,231,데이즈엔터(주),9000,428,33896,599,0,,,,0
9788956517711 ,꼬맹이 아빠 1,2006-09-29,641,해맑은 라쿠카챠,231,데이즈엔터(주),8500,284,33896,398,0,,,,0
9788956517872 ,프로피티아 시티 1,2006-10-24,642,케이츠,231,데이즈엔터(주),8000,360,33896,504,0,,,,0
9788956518442 ,측정불가 5,2007-01-13,639,김형신,231,데이즈엔터(주),8000,328,33896,459,0,,,,0
9788956518527 ,테일즈 오브 센티넬 1,2007-01-16,643,환영궁,231,데이즈엔터(주),8000,340,33896,476,0,,,,0
9788956519111 ,테일즈 오브 센티넬 4,2007-03-21,643,환영궁,231,데이즈엔터(주),8000,336,33896,470,0,,,,0
9788956586045 ,아보카도의 씨,2019-02-25,644,이언호,232,선우미디어,13000,303,33896,424,0,,,,0
9788956587257 ,젊은 날의 書詩,2023-01-15,645,송용일,232,선우미디어,15000,279,33896,391,0,,,,0
9788956601106 ,무법자 3,2005-03-28,21,이원호,20,은행나무,9000,319,33896,447,0,,,,0
9788956601458 ,바람의 딸 3,2006-02-15,21,이원호,233,팬덤,9200,311,33896,435,0,,,,0
9788956602530 ,제이리스트: 전달자,2008-09-08,340,장태일,233,팬덤,10000,236,28980,307,7.4,,16,,0
9788956605371 ,로마의 휴일,2011-08-03,653,김선정,233,팬덤,11500,276,28000,359,8.4,5,5,,0
9788956605654 ,유리,2017-11-28,182,박범신,20,은행나무,16000,588,24064,667,8,2,3,,0
9788956605890 ,올빼미 무덤,2016-12-05,652,강희진,20,은행나무,12000,268,31500,380,8,1,5,,0
9788956607474 ,잃어버린 수요일,2014-02-25,648,김민기,233,팬덤,14000,416,31500,550,7.8,,9,,0
9788956608334 ,"재인, 재욱, 재훈",2014-12-24,60,정세랑,20,은행나무,8000,172,25870,215,8,19,23,,0
9788956608587 ,우연한 생,2015-04-15,160,정길연,20,은행나무,13000,316,25350,415,7.6,,5,,0
9788956653013 ,칙간귀신 시집보내기,2010-12-10,658,류재만,235,시와사람,10000,320,,288,10,1,,,0
9788956691749 ,캄차카를 꿈꾸며,2006-03-22,659,박해완,236,오늘의문학사,9000,303,33896,424,0,,,,0
9788956692579 ,기억의 저편,2008-01-02,6,안일상,236,오늘의문학사,10000,261,34352,496,0,,,,0
9788956695662 ,돌아오지 못한 전설,2013-08-20,661,한밭소설가협회,236,오늘의문학사,15000,460,33896,644,0,,,,0
9788956990132 ,신시의 꿈 1,2004-02-21,560,이병천,237,한문화,8500,248,33896,347,0,,,,0
9788957010310 ,고삐리 선생 습격사건,2005-07-27,667,윤상일,238,홍진북스(중명출판사),9000,295,33896,413,0,,,,0
9788957071366 ,절정,2005-02-17,672,이성아,239,자음과모음(이룸),9500,366,33896,512,8,,1,,0
9788957072813 ,DMZ 천사의 별 1,2022-11-18,673,박미연,21,이지북,13900,216,25344,295,9.7,1,29,,0
9788957074459 ,깨소금과 옥떨메,2009-09-14,182,박범신,239,자음과모음(이룸),10000,304,27880,395,0,,,,0
9788957074633 ,이원식 씨의 타격 폼,2009-08-26,675,박상,239,자음과모음(이룸),10000,282,30000,420,7.2,1,4,,0
9788957075234 ,라이팅 클럽,2010-10-05,147,강영숙,239,자음과모음(이룸),12000,336,29725,437,8.5,3,76,,0
9788957075531 ,키위새 날다,2011-04-22,299,구경미,239,자음과모음(이룸),10000,216,24064,216,8.4,1,10,,0
9788957075678 ,종이달,2011-07-14,558,박주영,239,자음과모음(이룸),11500,232,24064,325,9.2,2,7,,0
9788957076125 ,꿈꾸는 밤,2011-12-02,559,권하은,239,자음과모음(이룸),13000,384,29725,499,0,,,,0
9788957078099 ,건너편 섬,2014-07-22,473,이경자,15,자음과모음,12000,280,28944,395,8.5,,26,,0
9788957078198 ,해변빌라,2014-10-29,112,전경린,239,자음과모음(이룸),12000,224,26325,375,8.5,3,38,,0
9788957263198 ,2005년을 대표하는 문제소설,2005-09-05,685,한국비평문학회,240,한국문학사,15000,542,33896,759,0,,,,0
9788957321348 ,천하를 경영한 기황후 4,2013-11-13,688,제성욱,241,일송북,12800,320,31950,416,8,,1,,0
9788957321362 ,왕의 노래,2014-05-12,687,박상하,241,일송북,12800,324,34048,616,0,,,,0
9788957481998 ,황금시계,2010-02-15,692,O. Josephin.최선,242,한솜,10000,176,33896,246,10,,1,,0
9788957482483 ,가슴앓이,2012-03-10,693,권오순,242,한솜,12000,272,33896,381,10,1,,,0
9788957515419 ,나와 함께 채송화,2009-01-07,699,현고운,243,눈과마음(스쿨타운),10000,432,,389,8.9,2,11,,0
9788957515471 ,인연 만들기 - 전2권,2009-09-10,699,현고운,243,눈과마음(스쿨타운),20000,696,,1253,8,1,9,,0
9788957591840 ,나비야 청산 가자 1,2007-01-22,46,김진명,244,북스캔(대교북스캔),8900,254,34352,483,8.2,4,33,,0
9788957634974 ,독보무적 1,2005-09-15,701,몽유한,180,파피루스(디앤씨미디어),8000,306,33896,428,0,,,,0
9788957639856 ,무쌍 1,2007-06-29,704,비우,180,파피루스(디앤씨미디어),8000,379,33896,531,0,,,,0
9788957681091 ,헉! 욕쟁이 졸라걸 1,2003-08-15,705,조나단,245,청솔(청솔B&C),9000,263,31080,342,0,,,,0
9788957682050 ,클럽 맨헤튼 Club Manhattan 1,2004-03-31,14,김랑,246,마음자리,9000,300,33896,420,0,,,,0
9788957750162 ,왕따선생 3,2003-12-15,706,백야(단여울),247,발렌타인북스,9000,300,33896,420,0,,,,0
9788957752562 ,최치원 1,2021-01-25,708,최진호,248,집사재,16000,300,33896,420,0,,,,0
9788957752609 ,최치원 5,2021-02-10,708,최진호,248,집사재,16000,346,33896,484,0,,,,0
9788957752708 ,"나비, 날다",2021-08-15,150,은미희,248,집사재,15000,324,34200,616,9.9,9,25,,0
9788957902295 ,피스트로우 1,2005-01-07,710,정태근,249,동아,8000,293,33896,410,0,,,,0
9788957902332 ,건드리지 말랬지! No Touch! 2,2004-12-11,711,뽀대양아,249,동아,9000,267,33896,374,0,,,,0
9788957903575 ,크리디스 Credes 1,2005-05-09,712,공준철,249,동아,8000,300,33896,420,0,,,,0
9788957904510 ,산신기 1,2005-09-09,713,림금림,249,동아,8000,318,33896,445,0,,,,0
9788957905845 ,내기남녀,2006-02-07,714,로정,250,샤인북,9000,414,33896,580,0,,,,0
9788957906293 ,터치 바이 터치,2006-03-23,715,최기억(휘란투투),249,동아,9000,392,33896,549,0,,,,0
9788957906736 ,미사랑,2006-05-10,716,한은성(새벽별),249,동아,9000,376,33896,526,0,,,,0
9788957908013 ,"송은교, 육체를 바꾸다",2006-10-12,718,김원경,249,동아,9000,400,33896,560,6.5,1,3,,0
9788957909102 ,채워지지 않는 갈증 1,2007-02-20,715,최기억(휘란투투),249,동아,9000,384,31080,499,0,,,,0
9788957909294 ,카이네스 Kaines 5,2007-03-10,717,홍진기,249,동아,8000,336,33896,470,0,,,,0
9788957940464 ,북행열차,2005-07-08,721,조정제,251,한강,8000,217,33896,304,0,,,,0
9788957941058 ,우리 시대,2007-12-10,722,이재,251,한강,10000,374,33896,524,0,,,,0
